Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Junior dos Santos,def.,Shane Carwin,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Featherweight,Kenny Florian,def.,Diego Nunes,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Mark Muñoz,def.,Demian Maia,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Dave Herman,def.,John-Olav Einemo,TKO (knee and punches),2,3:19
Lightweight,Donald Cerrone,def.,Vagner Rocha,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Lightweight,Sam Stout,def.,Yves Edwards,KO (punch),1,3:52
Middleweight,Chris Weidman,def.,Jesse Bongfeldt,Submission (guillotine choke),1,4:54
Light Heavyweight,Krzysztof Soszynski,def.,Mike Massenzio,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00
Middleweight,Nick Ring,def.,James Head,Submission (rear-naked choke),3,3:33
Featherweight,Dustin Poirier,def.,Jason Young,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Joey Beltran,def.,Aaron Rosa,TKO (punches),3,1:26
Featherweight,Darren Elkins,def.,Michihiro Omigawa,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
