Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Benson Henderson (c),def.,Nate Diaz,"Decision (unanimous) (50–43, 50–45, 50–45)",5,5:00
Light Heavyweight,Alexander Gustafsson,def.,Maurício Rua,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Welterweight,Rory MacDonald,def.,B.J. Penn,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Welterweight,Matt Brown,def.,Mike Swick,KO (punches),2,2:31
Lightweight,Yves Edwards,def.,Jeremy Stephens,KO (punches and elbows),1,1:55
Bantamweight,Raphael Assunção,def.,Mike Easton,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Lightweight,Ramsey Nijem,def.,Joe Proctor,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Catchweight (158.8 lbs.),Daron Cruickshank,def.,Henry Martinez,KO (head kick),2,2:57
Lightweight,Abel Trujillo,def.,Marcus LeVesseur,TKO (knees to the body),2,3:56
Featherweight,Dennis Siver,def.,Nam Phan,"Decision (unanimous) (30–24, 30–25, 30–26)",3,5:00
Bantamweight,Scott Jorgensen,def.,John Albert,Submission (rear-naked choke),1,4:59
