Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Lyoto Machida,def.,Eryk Anders,"Decision (split) (48–47, 47–48, 49–46)",5,5:00
Women's Flyweight,Valentina Shevchenko,def.,Priscila Cachoeira,Submission (rear-naked choke),2,4:25
Catchweight (161 lbs),Michel Prazeres,def.,Desmond Green,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Heavyweight,Timothy Johnson,def.,Marcelo Golm,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Bantamweight,Douglas Silva de Andrade,def.,Marlon Vera,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Thiago Santos,def.,Anthony Smith,TKO (body kick and punches),2,1:03
Welterweight,Sérgio Moraes,def.,Tim Means,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Alan Patrick,def.,Damir Hadžović,"Decision (unanimous) (30–25, 30–27, 30–27)",3,5:00
Women's Strawweight,Polyana Viana,def.,Maia Stevenson,Submission (rear-naked choke),1,3:50
Bantamweight,Iuri Alcântara,def.,Joe Soto,TKO (body kick and punches),1,1:06
Flyweight,Deiveson Figueiredo,def.,Joseph Morales,TKO (punches),2,4:34
