Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Conor McGregor (ic),def.,José Aldo (c),KO (punch),1,0:13
Middleweight,Luke Rockhold,def.,Chris Weidman (c),TKO (punches),4,3:12
Middleweight,Yoel Romero,def.,Ronaldo Souza,"Decision (split) (29–27, 28–29, 29–28)",3,5:00
Welterweight,Demian Maia,def.,Gunnar Nelson,"Decision (unanimous) (30–26, 30–25, 30–25)",3,5:00
Featherweight,Max Holloway,def.,Jeremy Stephens,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,Urijah Faber,def.,Frankie Saenz,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Women's Strawweight,Tecia Torres,def.,Jocelyn Jones-Lybarger,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Warlley Alves,def.,Colby Covington,Submission (guillotine choke),1,1:26
Lightweight,Leonardo Santos,def.,Kevin Lee,TKO (punches),1,3:26
Lightweight,Magomed Mustafaev,def.,Joe Proctor,TKO (knees and punches),1,1:54
Lightweight,Yancy Medeiros,def.,John Makdessi,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Court McGee,def.,Márcio Alexandre Jr.,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
