Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Santiago Ponzinibbio,def.,Neil Magny,KO (punch),4,2:36
Featherweight,Ricardo Lamas,def.,Darren Elkins,TKO (elbows and punches),3,4:09
Light Heavyweight,Johnny Walker,def.,Khalil Rountree Jr.,KO (elbow),1,1:57
Middleweight,Ian Heinisch,def.,Cezar Ferreira,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Bantamweight,Marlon Vera,def.,Guido Cannetti,Submission (rear-naked choke),2,1:31
Catchweight (118 lbs),Cynthia Calvillo,def.,Poliana Botelho,Submission (rear-naked choke),1,4:48
Welterweight,Michel Prazeres,def.,Bartosz Fabiński,Submission (guillotine choke),1,1:02
Flyweight,Alexandre Pantoja,def.,Ulka Sasaki,Submission (rear-naked choke),1,2:18
Featherweight,Austin Arnett,def.,Humberto Bandenay,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Welterweight,Laureano Staropoli,def.,Hector Aldana,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Jesus Pinedo,def.,Devin Powell,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Featherweight,Nad Narimani,def.,Anderson dos Santos,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
