Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Anderson Silva (c),def.,Patrick Côté,TKO (knee injury),3,0:39
Welterweight,Thiago Alves,def.,Josh Koscheck,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Lightweight,Gray Maynard,def.,Rich Clementi,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Junior dos Santos,def.,Fabrício Werdum,KO (punches),1,1:20
Lightweight,Sean Sherk,def.,Tyson Griffin,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Thales Leites,def.,Drew McFedries,Submission (rear-naked choke),1,1:18
Lightweight,Spencer Fisher,def.,Shannon Gugerty,Submission (triangle choke),3,3:56
Middleweight,Dan Miller,def.,Matt Horwich,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Hermes França,def.,Marcus Aurélio,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Pete Sell,def.,Josh Burkman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
