Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Benson Henderson (c),def.,Frankie Edgar,"Decision (split) (46–49, 48–47, 48–47)",5,5:00
Catchweight (157.5 lbs.),Donald Cerrone,def.,Melvin Guillard,KO (head kick and punch),1,1:16
Middleweight,Jake Shields,vs.,Ed Herman,No Contest,3,5:00
Middleweight,Yushin Okami,def.,Buddy Roberts,TKO (punches),2,3:05
Featherweight,Max Holloway,def.,Justin Lawrence,TKO (punches),2,4:49
Featherweight,Dennis Bermudez,def.,Tommy Hayden,Submission (standing guillotine choke),1,4:43
Middleweight,Michael Kuiper,def.,Jared Hamman,TKO (punches),2,2:16
Bantamweight,Érik Pérez,def.,Ken Stone,TKO (punches),1,0:17
Bantamweight,Chico Camus,def.,Dustin Pague,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Featherweight,Nik Lentz,def.,Eiji Mitsuoka,TKO (punches),1,3:45
