Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Strawweight,Joanna Jędrzejczyk (c),def.,Jessica Penne,TKO (punches and knee),3,4:22
Featherweight,Tatsuya Kawajiri,def.,Dennis Siver,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Peter Sobotta,def.,Steve Kennedy,Submission (rear-naked choke),1,2:57
Lightweight,Nick Hein,def.,Łukasz Sajewski,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Makwan Amirkhani,def.,Masio Fullen,Submission (rear-naked choke),1,1:31
Lightweight,Mairbek Taisumov,def.,Alan Patrick,TKO (head kick and punches),2,1:30
Featherweight,Arnold Allen,def.,Alan Omer,Submission (guillotine choke),3,1:41
Featherweight,Noad Lahat,def.,Niklas Bäckström,"Decision (majority) (28–28, 29–28, 29–28)",3,5:00
Middleweight,Scott Askham,def.,Antônio dos Santos Jr.,KO (punches and knees),1,2:52
Lightweight,Magomed Mustafaev,def.,Piotr Hallmann,TKO (doctor stoppage),2,3:24
Bantamweight,Taylor Lapilus,def.,Yuta Sasaki,TKO (punches),2,1:26
