Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Gegard Mousasi,def.,Uriah Hall,TKO (punches),1,4:37
Lightweight,Stevie Ray,def.,Ross Pearson,"Decision (split) (27–30, 30–27, 30–27)",3,5:00
Heavyweight,Alexander Volkov,def.,Timothy Johnson,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Featherweight,Artem Lobov,def.,Teruto Ishihara,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Jack Marshman,def.,Magnus Cedenblad,TKO (punches),2,3:32
Flyweight,Kyoji Horiguchi,def.,Ali Bagautinov,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Kevin Lee,def.,Magomed Mustafaev,Technical Submission (rear-naked choke),2,4:31
Women's Strawweight,Amanda Cooper,def.,Anna Elmose,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Heavyweight,Justin Ledet,def.,Mark Godbeer,Submission (rear-naked choke),1,2:16
Catchweight (172.8 lbs),Zak Cummings,def.,Alexander Yakovlev,Submission (straight armbar),2,4:02
Women's Bantamweight,Marion Reneau,def.,Milana Dudieva,TKO (punches and elbows),3,3:03
Bantamweight,Brett Johns,def.,Kwan Ho Kwak,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Abdul Razak Alhassan,def.,Charlie Ward,KO (punches),1,0:53
