Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Ricardo Lamas,vs.,B.J. Penn,,,
Heavyweight,Derrick Lewis,vs.,Marcin Tybura,,,
Flyweight,Jenel Lausa,vs.,Yao Zhikui,,,
Featherweight,Cole Miller,vs.,Mizuto Hirota,,,
Middleweight,Sam Alvey,vs.,Alex Nicholson,,,
Lightweight,Jon Tuck,vs.,Alex Volkanovski,,,
Middleweight,Dong Yi Yang,vs.,Ryan Janes,,,
Women's Strawweight,Seo Hee Ham,vs.,Danielle Taylor,,,
Welterweight,James Moontasri,vs.,Alex Morono,,,
Flyweight,Kyoji Horiguchi,vs.,Ali Bagautinov,,,
Lightweight,Damir Hadzovic,vs.,Yusuke Kasuya,,,
