Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Benson Henderson,def.,Brandon Thatch,Submission (rear-naked choke),4,3:58
Featherweight,Max Holloway,def.,Cole Miller,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Neil Magny,def.,Kiichi Kunimoto,Submission (rear-naked choke),3,1:22
Catchweight (191.5 lbs),Dan Kelly,def.,Patrick Walsh,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Kevin Lee,def.,Michel Prazeres,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Flyweight,Ray Borg,def.,Chris Kelades,Submission (kimura),3,2:56
Lightweight,Efrain Escudero,def.,Rodrigo de Lima,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Chas Skelly,def.,Jim Alers,TKO (punches and knee),2,4:59
Flyweight,Zach Makovsky,def.,Tim Elliott,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (158 lbs),James Moontasri,def.,Cody Pfister,Submission (rear-naked choke),2,1:49
