Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Stefan Struve,def.,Stipe Miocic,TKO (punches),2,3:50
Welterweight,Dan Hardy,def.,Amir Sadollah,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Brad Pickett,def.,Yves Jabouin,KO (punch),1,3:40
Lightweight,Matt Wiman,def.,Paul Sass,Submission (armbar),1,3:48
Welterweight,John Hathaway,def.,John Maguire,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Che Mills,def.,Duane Ludwig,TKO (knee injury),1,2:28
Light Heavyweight,Jimi Manuwa,def.,Kyle Kingsbury,TKO (doctor stoppage),2,5:00
Featherweight,Akira Corassani,def.,Andy Ogle,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Middleweight,Brad Tavares,def.,Tom Watson,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Catchweight (183 lbs.),Gunnar Nelson,def.,DaMarques Johnson,Submission (rear-naked choke),1,3:34
Featherweight,Robbie Peralta,def.,Jason Young,KO (punches),1,0:23
