Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Tim Kennedy,def.,Rafael Natal,TKO (punch),1,4:40
Women's Bantamweight,Alexis Davis,def.,Liz Carmouche,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Yoel Romero,def.,Ronny Markes,TKO (punches),3,1:39
Lightweight,Rustam Khabilov,def.,Jorge Masvidal,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Lightweight,Michael Chiesa,def.,Colton Smith,Submission (rear-naked choke),2,1:41
Lightweight,Bobby Green,def.,James Krause,TKO (body kick),1,3:50
Bantamweight,Francisco Rivera,def.,George Roop,TKO (punches),2,2:20
Featherweight,Dennis Bermudez,def.,Steven Siler,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Bantamweight,Amanda Nunes,def.,Germaine de Randamie,TKO (elbows),1,3:56
Middleweight,Lorenz Larkin,def.,Chris Camozzi,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Yancy Medeiros,vs.,Yves Edwards,No Contest (overturned),1,2:47
Welterweight,Seth Baczynski,def.,Neil Magny,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Derek Brunson,def.,Brian Houston,Submission (rear-naked choke),1,0:48
