Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Carlos Condit,def.,Nick Diaz,"Decision (unanimous) (48–47, 49–46, 49–46)",5,5:00
Heavyweight,Fabrício Werdum,def.,Roy Nelson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Josh Koscheck,def.,Mike Pierce,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Renan Barão,def.,Scott Jorgensen,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Ed Herman,def.,Clifford Starks,Submission (rear-naked choke),2,1:43
Featherweight,Dustin Poirier,def.,Max Holloway,Submission (triangle armbar),1,3:23
Bantamweight,Edwin Figueroa,def.,Alex Caceres,"Decision (split) (28–27, 27–28, 28–27)",3,5:00
Welterweight,Matt Brown,def.,Chris Cope,KO (punches),2,1:19
Welterweight,Matt Riddle,def.,Henry Martinez,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Rafael Natal,def.,Michael Kuiper,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Stephen Thompson,def.,Dan Stittgen,KO (head kick),1,4:13
