Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Michael Bisping,def,Jason Miller,TKO (knees to the body and punches),3,3:34
Featherweight,Diego Brandao,def,Dennis Bermudez,Submission (armbar),1,4:51
Bantamweight,John Dodson,def,T.J. Dillashaw,TKO (punches),1,1:54
Lightweight,Tony Ferguson,def,Yves Edwards,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,Johnny Bedford,def,Louis Gaudinot,TKO (knees to the body),3,1:58
Featherweight,Marcus Brimage,def,Stephen Bass,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,John Albert,def,Dustin Pague,TKO (punches),1,1:09
Bantamweight,Roland Delorme,def,Josh Ferguson,Submission (rear-naked choke),3,0:22
Featherweight,Steven Siler,def,Josh Clopton,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Bryan Caraway,def,Dustin Neace,Submission (rear-naked choke),2,3:38
