Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,Jake Shields,"Decision (unanimous) (50–45, 48–47, 48–47)",5,5:00
Featherweight,José Aldo (c),def.,Mark Hominick,"Decision (unanimous) (48–45, 48–46, 49–46)",5,5:00
Light Heavyweight,Lyoto Machida,def.,Randy Couture,KO (crane kick),2,1:05
Light Heavyweight,Vladimir Matyushenko,def.,Jason Brilz,KO (punches),1,0:20
Lightweight,Benson Henderson,def.,Mark Bocek,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Rory MacDonald,def.,Nate Diaz,"Decision (unanimous) (30–26, 30–27, 30–26)",3,5:00
Welterweight,Jake Ellenberger,def.,Sean Pierson,KO (punches),1,2:42
Welterweight,Claude Patrick,def.,Daniel Roberts,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Ivan Menjivar,def.,Charlie Valencia,TKO (elbow and punches),1,1:30
Middleweight,Jason MacDonald,def.,Ryan Jensen,Submission (triangle choke),1,1:37
Lightweight,John Makdessi,def.,Kyle Watson,KO (spinning back fist),3,1:27
Featherweight,Pablo Garza,def.,Yves Jabouin,Submission (triangle choke),1,4:31
