Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Derrick Lewis,def.,Shamil Abdurakhimov,TKO (punches),4,3:42
Heavyweight,Francis Ngannou,def.,Anthony Hamilton,Submission (kimura),1,1:57
Light Heavyweight,Corey Anderson,def.,Sean O'Connell,TKO (punches),2,2:36
Light Heavyweight,Gian Villante,def.,Saparbek Safarov,TKO (punches and elbows),2,2:54
Catchweight (116.4 lbs),Justine Kish,def.,Ashley Yoder,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Randy Brown,def.,Brian Camozzi,TKO (knee and punches),2,1:25
Middleweight,Gerald Meerschaert,def.,Joe Gigliotti,Submission (anaconda choke),1,4:12
Middleweight,Andrew Sanchez,def.,Trevor Smith,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Shane Burgos,def.,Tiago Trator,"Decision (unanimous) (30–26, 29–28, 29–27)",3,5:00
Lightweight,Marc Diakiese,def.,Frankie Perez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Ryan Janes,def.,Keith Berish,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Juliana Lima,def.,JJ Aldrich,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
