Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Rashad Evans,def.,Thiago Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (172 lb),Paul Daley,def.,Dustin Hazelett,KO (punches),1,2:24
Lightweight,Sam Stout,def.,Joe Lauzon,"Decision (unanimous)  (30–26, 30–27, 30–27)",3,5:00
Lightweight,Jim Miller,def.,Duane Ludwig,Submission (armbar),1,2:31
Heavyweight,Junior dos Santos,def.,Gilbert Yvel,TKO (punches),1,2:07
Welterweight,Martin Kampmann,def.,Jacob Volkmann,Submission (ninja choke),1,4:03
Lightweight,Cole Miller,def.,Dan Lauzon,Submission (reverse triangle and kimura),1,3:05
Middleweight,Mark Muñoz,def.,Ryan Jensen,Submission (punches),1,2:30
Welterweight,Jake Ellenberger,def.,Mike Pyle,TKO (punches),2,0:22
Lightweight,Rafaello Oliveira,def.,John Gunderson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
