Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Court McGee,def.,Kris McCray,Submission (rear-naked choke),2,3:41
Light Heavyweight,Matt Hamill,def.,Keith Jardine,"Decision (majority) (29–27, 29–27, 28–28)",3,5:00
Middleweight,Chris Leben,def.,Aaron Simpson,TKO (punches),2,4:17
Lightweight,Dennis Siver,def.,Spencer Fisher,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Rich Attonito,def.,Jamie Yager,TKO (punches),2,4:25
Lightweight,John Gunderson,def.,Mark Holst,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Brad Tavares,def.,Seth Baczynski,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Kyle Noke,def.,Josh Bryant,TKO (punches),2,3:12
Middleweight,Chris Camozzi,def.,James Hammortree,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Heavyweight,Travis Browne,def.,James McSweeney,TKO (punches),1,4:32
