Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Anthony Johnson,def.,Ryan Bader,KO (punches),1,1:26
Heavyweight,Ben Rothwell,def.,Josh Barnett,Submission (guillotine choke),2,3:48
Bantamweight,Jimmie Rivera,def.,Iuri Alcântara,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Bryan Barberena,def.,Sage Northcutt,Submission (arm-triangle choke),2,3:06
Welterweight,Tarec Saffiedine,def.,Jake Ellenberger,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Carlos Diego Ferreira,def.,Olivier Aubin-Mercier,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Rafael Natal,def.,Kevin Casey,TKO (punches),3,3:37
Flyweight,Wilson Reis,def.,Dustin Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Alexander Yakovlev,def.,George Sullivan,KO (punch),1,3:59
Featherweight,Alex Caceres,def.,Masio Fullen,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Randy Brown,def.,Matt Dwyer,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Damon Jackson,vs.,Levan Makashvili,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00
Lightweight,Tony Martin,def.,Felipe Olivieri,Technical Submission (rear-naked choke),3,3:02
