Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Ovince Saint Preux,def.,Maurício Rua,KO (punches),1,0:34
Welterweight,Warlley Alves,def.,Alan Jouban,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Cláudio Silva,def.,Leon Edwards,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Dhiego Lima,def.,Jorge de Oliveira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Strawweight,Juliana Lima,def.,Nina Ansaroff,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Diego Rivas,def.,Rodolfo Rubio,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Caio Magalhães,def.,Trevor Smith,KO (knee and punches),1,0:31
Lightweight,Leandro Silva,def.,Charlie Brenneman,Submission (rear-naked choke),1,4:15
Bantamweight,Thomas Almeida,def.,Tim Gorman,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Colby Covington,def.,Wagner Silva,Submission (rear-naked choke),3,3:26
