Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Brian Ortega,def.,Cub Swanson,Submission (guillotine choke),2,3:22
Featherweight,Gabriel Benítez,def.,Jason Knight,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00
Bantamweight,Marlon Moraes,def.,Aljamain Sterling,KO (knee),1,1:07
Lightweight,Scott Holtzman,def.,Darrell Horcher,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Eryk Anders,def.,Markus Perez Echeimberg,"Decision (unanimous) (30–26, 30–25, 29–28)",3,5:00
Bantamweight,Benito Lopez,def.,Albert Morales,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Women's Flyweight,Alexis Davis,def.,Liz Carmouche,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Andre Soukhamthath,def.,Luke Sanders,TKO (punches),2,1:06
Bantamweight,Alex Perez,def.,Carls John de Tomas,Submission (anaconda choke),2,1:54
Bantamweight,Frankie Saenz,def.,Merab Dvalishvili,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Alejandro Pérez,def.,Iuri Alcântara,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Davi Ramos,def.,Chris Gruetzemacher,Submission (rear-naked choke),3,0:50
Middleweight,Trevin Giles,def.,Antônio Braga Neto,KO (punches),3,2:27
