Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Valentina Shevchenko,def.,Holly Holm,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00
Lightweight,Edson Barboza,def.,Gilbert Melendez,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Francis Ngannou,def.,Bojan Mihajlović,TKO (punches),1,1:34
Women's Strawweight,Felice Herrig,def.,Kailin Curran,Submission (rear-naked choke),1,1:59
Bantamweight,Eddie Wineland,def.,Frankie Saenz,TKO (punches),3,1:54
Featherweight,Darren Elkins,def.,Godofredo Pepey,"Decision (unanimous) (29–27, 29–27, 30–26)",3,5:00
Welterweight,Kamaru Usman,def.,Alexander Yakovlev,"Decision (unanimous) (30–25, 30–25, 30–25)",3,5:00
Lightweight,Michel Prazeres,def.,J.C. Cottrell,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Welterweight,Alex Oliveira,def.,James Moontasri,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00
Featherweight,Jason Knight,def.,Jim Alers,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Luis Henrique,def.,Dmitry Smolyakov,Submission (rear-naked choke),2,3:58
