Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Jonathan Brookins,def.,Michael Johnson,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00
Light Heavyweight,Stephan Bonnar,def.,Igor Pokrajac,"Decision (unanimous) (29–26, 29–26, 29–26)",3,5:00
Middleweight,Demian Maia,def.,Kendall Grove,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Rick Story,def.,Johny Hendricks,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Leonard Garcia,def.,Nam Phan,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Lightweight,Cody McKenzie,def.,Aaron Wilkinson,Submission (guillotine choke),1,2:03
Featherweight,Ian Loveland,def.,Tyler Toner,"Decision (unanimous) (30–27, 29–28, 30–26)",3,5:00
Lightweight,Kyle Watson,def.,Sako Chivitchian,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Catchweight (138 lbs),Nick Pace,def.,Will Campuzano,Submission (pillory choke),3,4:33
Featherweight,Pablo Garza,def.,Fredson Paixão,KO (flying knee),1,0:51
Middleweight,David Branch,def.,Rich Attonito,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
