Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Israel Adesanya,def.,Anderson Silva,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Lightweight,Lando Vannata,def.,Marcos Rosa Mariano,Submission (kimura),1,4:55
Bantamweight,Ricky Simon,def.,Rani Yahya,"Decision (unanimous) (30–27, 30–27, 30–25)",3,5:00
Women's Flyweight,Montana De La Rosa,def.,Nadia Kassem,Submission (armbar),2,2:37
Light Heavyweight,Jimmy Crute,def.,Sam Alvey,TKO (punches),1,2:49
Lightweight,Devonte Smith,def.,Dong Hyun Ma,TKO (punches),1,3:49
Featherweight,Shane Young,def.,Austin Arnett,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Kai Kara-France,def.,Raulian Paiva,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Kyung Ho Kang,def.,Teruto Ishihara,Technical Submission (rear-naked choke),1,3:59
Lightweight,Jalin Turner,def.,Callan Potter,KO (punches),1,0:53
Bantamweight,Jonathan Martinez,def.,Wuliji Buren,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
