Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Anderson Silva,def.,James Irvin,KO (punches),1,1:01
Light Heavyweight,Brandon Vera,def.,Reese Andy,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Lightweight,Frankie Edgar,def.,Hermes França,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Cain Velasquez,def.,Jake O'Brien,TKO (punches),1,2:02
Welterweight,Kevin Burns,def.,Anthony Johnson,TKO (eye poke),3,3:35
Middleweight,C.B. Dollaway,def.,Jesse Taylor,Submission (Peruvian necktie),1,3:58
Middleweight,Tim Credeur,def.,Cale Yarbrough,TKO (punches),1,1:54
Middleweight,Nate Loughran,def.,Johnny Rees,Submission (triangle choke),1,4:21
Lightweight,Shannon Gugerty,def.,Dale Hartt,Submission (rear-naked choke),1,3:33
Welterweight,Rory Markham,def.,Brodie Farber,KO (head kick),1,1:37
Welterweight,Brad Blackburn,def.,James Giboo,TKO (punches),2,2:29
