Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Leon Edwards,def.,Donald Cerrone,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00
Light Heavyweight,Ovince Saint Preux,def.,Tyson Pedro,Submission (straight armbar),1,2:54
Women's Flyweight,Jessica Eye,def.,Jessica-Rose Clark,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Li Jingliang,def.,Daichi Abe,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Bantamweight,Petr Yan,def.,Teruto Ishihara,KO (punches),1,3:28
Bantamweight,Song Yadong,def.,Felipe Arantes,TKO (elbow and punches),2,4:59
Featherweight,Shane Young,def.,Rolando Dy,TKO (elbow and punches),2,4:40
Welterweight,Song Kenan,def.,Hector Aldana,TKO (punches),2,4:45
Welterweight,Jake Matthews,def.,Shinsho Anzai,Technical Submission (rear-naked choke),1,3:44
Women's Strawweight,Yan Xiaonan,def.,Viviane Pereira,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Flyweight,Matt Schnell,def.,Naoki Inoue,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Flyweight,Ulka Sasaki,def.,Jenel Lausa,Submission (rear-naked choke),2,4:04
Women's Flyweight,Ji Yeon Kim,def.,Melinda Fábián,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
