Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Dan Henderson,def.,Maurício Rua,TKO (punches),3,3:27
Middleweight,C.B. Dollaway,def.,Cezar Ferreira,TKO (punches),1,0:39
Lightweight,Leonardo Santos,vs.,Norman Parke,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00
Light Heavyweight,Fábio Maldonado,def.,Gian Villante,"Decision (unanimous) (29–27, 29–28, 29–28)",3,5:00
Lightweight,Michel Prazeres,def.,Mairbek Taisumov,"Decision (unanimous) (30–25, 30–25, 30–25)",3,5:00
Featherweight,Rony Jason,def.,Steven Siler,TKO (punches),1,1:17
Catchweight (190 lbs),Thiago Santos,def.,Ronny Markes,TKO (body kick and punches),1,0:53
Flyweight,Jussier Formiga,def.,Scott Jorgensen,Submission (rear-naked choke),1,3:07
Welterweight,Kenny Robertson,def.,Thiago Perpétuo,Submission (rear-naked choke),1,1:45
Light Heavyweight,Hans Stringer,def.,Francimar Barroso,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Godofredo Pepey,def.,Noad Lahat,KO (flying knee),1,2:39
