Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Chan Sung Jung,def.,Renato Moicano,TKO (punches),1,0:58
Welterweight,Randy Brown,def.,Bryan Barberena,TKO (punches),3,2:54
Bantamweight,Andre Ewell,def.,Anderson dos Santos,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Women's Flyweight,Andrea Lee,def.,Montana De La Rosa,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Kevin Holland,def.,Alessio Di Chirico,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Dan Ige,def.,Kevin Aguilar,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Women's Strawweight,Ashley Yoder,def.,Syuri Kondo,"Decision (unanimous) (30–26, 30–25, 30–24)",3,5:00
Lightweight,Luis Peña,def.,Matt Wiman,TKO (punches),3,1:14
Heavyweight,Jairzinho Rozenstruik,def.,Allen Crowder,KO (punches),1,0:09
Women's Flyweight,Molly McCann,def.,Ariane Lipski,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Deron Winn,def.,Eric Spicely,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
