Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Rich Franklin,def.,Chuck Liddell,KO (punch),1,4:55
Heavyweight,Mirko Cro Cop,def.,Pat Barry,Submission (rear-naked choke),3,4:30
Welterweight,Martin Kampmann,def.,Paulo Thiago,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Ben Rothwell,def.,Gilbert Yvel,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Carlos Condit,def.,Rory MacDonald,TKO (punches),3,4:53
Lightweight,Evan Dunham,def.,Tyson Griffin,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Lightweight,Matt Wiman,def.,Mac Danzig,Technical Submission (guillotine choke),1,1:45
Middleweight,Mario Miranda,def.,David Loiseau,TKO (punches),2,4:07
Welterweight,James Wilks,def.,Peter Sobotta,"Decision (unanimous) (30–27, 30–28, 30–27)",3,5:00
Welterweight,Claude Patrick,def.,Ricardo Funch,Submission (guillotine choke),2,1:48
Welterweight,Mike Pyle,def.,Jesse Lennox,Submission (triangle choke),3,4:44
