Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Anderson Silva,def.,Stephan Bonnar,TKO (knee to the body and punches),1,4:40
Heavyweight,Antônio Rodrigo Nogueira,def.,Dave Herman,Submission (armbar),2,4:31
Light Heavyweight,Glover Teixeira,def.,Fabio Maldonado,TKO (doctor stoppage),2,5:00
Welterweight,Jon Fitch,def.,Erick Silva,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Light Heavyweight,Phil Davis,def.,Wagner Prado,Submission (anaconda choke),2,4:29
Welterweight,Demian Maia,def.,Rick Story,Submission (neck crank),1,2:30
Featherweight,Rony Jason,def.,Sam Sicilia,TKO (punches),2,4:16
Lightweight,Gleison Tibau,def.,Francisco Trinaldo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Diego Brandao,def.,Joey Gambino,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Sérgio Moraes,def.,Renée Forte,Submission (rear-naked choke),3,3:10
Middleweight,Chris Camozzi,def.,Luiz Cané,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Cristiano Marcello,def.,Reza Madadi,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
