Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Robbie Lawler (c),def.,Carlos Condit,"Decision (split) (48–47, 48–47, 47–48)",5,5:00
Heavyweight,Stipe Miocic,def.,Andrei Arlovski,TKO (punches),1,0:54
Welterweight,Albert Tumenov,def.,Lorenz Larkin,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Brian Ortega,def.,Diego Brandão,Submission (triangle choke),3,1:37
Lightweight,Abel Trujillo,def.,Tony Sims,Submission (guillotine choke),1,3:18
Bantamweight,Michael McDonald,def.,Masanori Kanehara,Submission (rear-naked choke),2,2:09
Welterweight,Alex Morono,def.,Kyle Noke,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Women's Strawweight,Justine Kish,def.,Nina Ansaroff,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Lightweight,Drew Dober,def.,Scott Holtzman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Dustin Poirier,def.,Joseph Duffy,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Bantamweight,Michinori Tanaka,def.,Joe Soto,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Sheldon Westcott,def.,Edgar García,TKO (punches),1,3:12
