Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Chris Weidman (c),def.,Anderson Silva,TKO (broken leg),2,1:16
Women's Bantamweight,Ronda Rousey (c),def.,Miesha Tate,Submission (armbar),3,0:58
Heavyweight,Travis Browne,def.,Josh Barnett,KO (elbows),1,1:00
Lightweight,Jim Miller,def.,Fabrício Camões,Submission (armbar),1,3:42
Catchweight (151.5 lbs),Dustin Poirier,def.,Diego Brandao,TKO (punches),1,4:54
Middleweight,Uriah Hall,def.,Chris Leben,TKO (retirement),1,5:00
Lightweight,Michael Johnson,def.,Gleison Tibau,KO (punches),2,1:32
Featherweight,Dennis Siver,vs.,Manvel Gamburyan,No Contest (overturned),3,5:00
Welterweight,John Howard,def.,Siyar Bahadurzada,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,William Macário,def.,Bobby Voelker,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Robbie Peralta,def.,Estevan Payan,KO (punches),3,0:12
