Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Frank Mir,def.,Mirko Cro Cop,KO (knee),3,4:02
Light Heavyweight,Ryan Bader,def.,Antônio Rogério Nogueira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Chris Lytle,def.,Matt Serra,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Sean Sherk,def.,Evan Dunham,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Melvin Guillard,def.,Jeremy Stephens,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Middleweight,C.B. Dollaway,def.,Joe Doerksen,Submission (guillotine choke),1,2:13
Heavyweight,Matt Mitrione,def.,Joey Beltran,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Thiago Tavares,def.,Pat Audinwood,Submission (guillotine choke),1,3:47
Lightweight,Waylon Lowe,def.,Steve Lopez,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,TJ Grant,def.,Julio Paulino,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Sean McCorkle,def.,Mark Hunt,Submission (straight armbar),1,1:03
