Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Junior dos Santos,def.,Derrick Lewis,TKO (punches),2,1:58
Welterweight,Elizeu Zaleski dos Santos,def.,Curtis Millender,Submission (rear-naked choke),1,2:35
Welterweight,Niko Price,def.,Tim Means,TKO (punches),1,4:50
Heavyweight,Blagoy Ivanov,def.,Ben Rothwell,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Beneil Dariush,def.,Drew Dober,Submission (armbar),2,4:41
Middleweight,Omari Akhmedov,def.,Tim Boetsch,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Anthony Rocco Martin,def.,Sérgio Moraes,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Bantamweight,Yana Kunitskaya,def.,Marion Reneau,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Grant Dawson,def.,Julian Erosa,"Decision (unanimous) (30–26, 30–27, 29–27)",3,5:00
Heavyweight,Maurice Greene,def.,Jeff Hughes,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Matt Schnell,def.,Louis Smolka,Submission (triangle choke),1,3:18
Welterweight,Alex Morono,def.,Zak Ottow,TKO (Submission to elbows),1,3:34
Lightweight,Alex White,def.,Dan Moret,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
