Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Flyweight,Louis Smolka,def.,Paddy Holohan,Submission (rear-naked choke),2,4:09
Lightweight,Norman Parke,def.,Reza Madadi,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Darren Till,vs.,Nicolas Dalby,"Draw (majority) (29–28, 28–28, 28–28)",3,5:00
Flyweight,Neil Seery,def.,Jon Delos Reyes,Submission (guillotine choke),2,4:12
Lightweight,Stevie Ray,def.,Mickael Lebout,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Women's Strawweight,Aisling Daly,def.,Ericka Almeida,"Decision (unanimous) (30–27, 29–28, 29–27)",3,5:00
Middleweight,Krzysztof Jotko,def.,Scott Askham,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Tom Breese,def.,Cathal Pendred,TKO (punches),1,4:37
Featherweight,Darren Elkins,def.,Robert Whiteford,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Garreth McLellan,def.,Bubba Bush,TKO (punches),3,4:58
