Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Nate Marquardt,def.,James Te Huna,Submission (armbar),1,4:34
Heavyweight,Jared Rosholt,def.,Soa Palelei,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Charles Oliveira,def.,Hatsu Hioki,Submission (Peruvian necktie),2,4:32
Welterweight,Robert Whittaker,def.,Mike Rhodes,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Jake Matthews,def.,Dashon Johnson,Submission (triangle choke),3,3:16
Flyweight,Richie Vaculik,def.,Roldan Sangcha-an,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Vik Grujic,def.,Chris Indich,TKO (punches),1,4:55
Welterweight,Neil Magny,def.,Rodrigo de Lima,TKO (punches),2,2:32
Featherweight,Dan Hooker,def.,Ian Entwistle,TKO (elbows),1,3:34
Light Heavyweight,Gian Villante,def.,Sean O'Connell,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
