Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Benson Henderson,def.,Rustam Khabilov,Submission (rear-naked choke),4,1:16
Lightweight,Diego Sanchez,def.,Ross Pearson,"Decision (split)  (27–30, 30–27, 29–28)",3,5:00
Flyweight,John Dodson,def.,John Moraga,TKO (doctor stoppage),2,5:00
Lightweight,Rafael dos Anjos,def.,Jason High,TKO (punches),2,3:36
Lightweight,Piotr Hallmann,def.,Yves Edwards,Submission (rear-naked choke),3,2:31
Bantamweight,Bryan Caraway,def.,Érik Pérez,Submission (rear-naked choke),2,1:52
Bantamweight,Sergio Pettis,def.,Yaotzin Meza,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Lance Benoist,def.,Bobby Voelker,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Flyweight,Scott Jorgensen,def.,Danny Martinez,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Jon Tuck,def.,Jake Lindsey,Submission (heel strikes to the body),3,2:47
Light Heavyweight,Patrick Cummins,def.,Roger Narvaez,TKO (punches),2,2:28
