Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Junior dos Santos (c),def.,Frank Mir,TKO (punches),2,3:04
Heavyweight,Cain Velasquez,def.,Antônio Silva,TKO (punches),1,3:36
Heavyweight,Roy Nelson,def.,Dave Herman,KO (punch),1,0:51
Heavyweight,Stipe Miocic,def.,Shane del Rosario,TKO (elbows),2,3:14
Heavyweight,Stefan Struve,def.,Lavar Johnson,Submission (armbar),1,1:05
Featherweight,Darren Elkins,def.,Diego Brandao,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Jamie Varner,def.,Edson Barboza,TKO (punches),1,3:23
Middleweight,C.B. Dollaway,def.,Jason Miller,"Decision (unanimous) (29–28, 30–26, 29–28)",3,5:00
Welterweight,Dan Hardy,def.,Duane Ludwig,KO (punch and elbows),1,3:51
Lightweight,Paul Sass,def.,Jacob Volkmann,Submission (triangle armbar),1,1:54
Light Heavyweight,Glover Teixeira,def.,Kyle Kingsbury,Submission (arm-triangle choke),1,1:53
Featherweight,Mike Brown,def.,Daniel Pineda,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
