Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Aleksei Oleinik,def.,Mark Hunt,Submission (rear-naked choke),1,4:26
Light Heavyweight,Jan Błachowicz,def.,Nikita Krylov,Submission (arm-triangle choke),2,2:41
Heavyweight,Shamil Abdurakhimov,def.,Andrei Arlovski,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Welterweight,Alexey Kunchenko,def.,Thiago Alves,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Khalid Murtazaliev,def.,C.B. Dollaway,TKO (referee stoppage),2,5:00
Catchweight (137 lbs),Petr Yan,def.,Jin Soo Son,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Rustam Khabilov,def.,Kajan Johnson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Catchweight (161 lbs),Mairbek Taisumov,def.,Desmond Green,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Magomed Ankalaev,def.,Marcin Prachnio,KO (head kick and punches),1,3:09
Middleweight,Jordan Johnson,def.,Adam Yandiev,Submission (arm-triangle choke),2,0:42
Welterweight,Ramazan Emeev,def.,Stefan Sekulić,"Decision (unanimous) (29–28, 30–27, 30–26)",3,5:00
Bantamweight,Merab Dvalishvili,def.,Terrion Ware,"Decision (unanimous) (30–25, 30–25, 30–25)",3,5:00
