Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (195 lbs),Vitor Belfort,def.,Rich Franklin,KO (punches),1,3:02
Heavyweight,Junior dos Santos,def.,Mirko Cro Cop,Verbal submission (eye injury),3,2:00
Welterweight,Paul Daley,def.,Martin Kampmann,TKO (punches),1,2:31
Welterweight,Josh Koscheck,def.,Frank Trigg,TKO (punches),1,1:25
Catchweight (159 lbs),Tyson Griffin,def.,Hermes França,KO (punches),2,3:26
Lightweight,Efrain Escudero,def.,Cole Miller,TKO (punches),1,3:36
Middleweight,Tomasz Drwal,def.,Drew McFedries,Submission (rear-naked choke),2,1:03
Lightweight,Jim Miller,def.,Steve Lopez,TKO (shoulder injury),2,0:48
Lightweight,Nik Lentz,def.,Rafaello Oliveira,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Rick Story,def.,Brian Foster,Submission (arm-triangle choke),2,1:09
Light Heavyweight,Eliot Marshall,def.,Jason Brilz,"Decision (split) (27–30, 30–27, 30–27)",3,5:00
Light Heavyweight,Vladimir Matyushenko,def.,Igor Pokrajac,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Rafael dos Anjos,def.,Rob Emerson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
