Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Daniel Cormier (c),vs.,Jon Jones,No Contest (overturned by CSAC),3,3:01
Welterweight,Tyron Woodley (c),def.,Demian Maia,"Decision (unanimous) (50–45, 49–46, 49–46)",5,5:00
Women's Featherweight,Cris Cyborg,def.,Tonya Evinger,TKO (knees),3,1:56
Welterweight,Robbie Lawler,def.,Donald Cerrone,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Volkan Oezdemir,def.,Jimi Manuwa,KO (punches),1,0:42
Featherweight,Ricardo Lamas,def.,Jason Knight,TKO (punches),1,4:34
Catchweight (140 lbs),Aljamain Sterling,def.,Renan Barão,"Decision (unanimous) (29–28, 29–27, 30–26)",3,5:00
Featherweight,Brian Ortega,def.,Renato Moicano,Submission (guillotine choke),3,2:59
Featherweight,Calvin Kattar,def.,Andre Fili,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Strawweight,Aleksandra Albu,def.,Kailin Curran,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Jarred Brooks,def.,Eric Shelton,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Drew Dober,def.,Josh Burkman,KO (punch),1,3:04
