Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Alexander Volkov,def.,Stefan Struve,TKO (punches),3,3:30
Middleweight,Siyar Bahadurzada,def.,Rob Wilkinson,TKO (punches),2,3:10
Women's Bantamweight,Marion Reneau,def.,Talita Bernardo,TKO (punches),3,4:54
Welterweight,Leon Edwards,def.,Bryan Barberena,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Darren Till,def.,Bojan Veličković,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Mairbek Taisumov,def.,Felipe Silva,KO (punch),1,1:24
Catchweight (159 lbs),Michel Prazeres,def.,Mads Burnell,Submission (north-south choke),3,1:26
Lightweight,Rustam Khabilov,def.,Desmond Green,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Light Heavyweight,Aleksandar Rakić,def.,Francimar Barroso,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Zabit Magomedsharipov,def.,Mike Santiago,Submission (rear-naked choke),2,4:22
Light Heavyweight,Abdul-Kerim Edilov,def.,Bojan Mihajlović,TKO (punches),2,2:32
Lightweight,Thibault Gouti,def.,Andrew Holbrook,TKO (punches),1,4:28
