Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Efrain Escudero,def.,Phillipe Nover,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Ryan Bader,def.,Vinny Magalhães,KO (punches),1,2:18
Welterweight,Anthony Johnson,def.,Kevin Burns,KO (head kick),3,0:28
Catchweight (189 lbs),Wilson Gouveia,def.,Jason MacDonald,Submission (strikes),1,2:18
Lightweight,Junie Browning,def.,Dave Kaplan,Submission (armbar),2,1:32
Light Heavyweight,Krzysztof Soszynski,def.,Shane Primm,Submission (kimura),2,3:27
Light Heavyweight,Eliot Marshall,def.,Jules Bruchez,Submission (rear-naked choke),1,1:27
Light Heavyweight,Tom Lawlor,def.,Kyle Kingsbury,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Shane Nelson,def.,George Roop,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Rolando Delgado,def.,John Polakowski,Submission (guillotine choke),2,2:18
