Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,T.J. Dillashaw (c),def.,Cody Garbrandt,TKO (knee and punches),1,4:10
Flyweight,Henry Cejudo,def.,Demetrious Johnson (c),"Decision (split) (48–47, 47–48, 48–47)",5,5:00
Featherweight,Renato Moicano,def.,Cub Swanson,Submission (rear-naked choke),1,4:15
Women's Strawweight,JJ Aldrich,def.,Polyana Viana,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Middleweight,Thiago Santos,def.,Kevin Holland,"Decision (unanimous) (29–27, 29–27, 29–26)",3,5:00
Bantamweight,Pedro Munhoz,def.,Brett Johns,"Decision (unanimous) (30–26, 29–28, 29–27)",3,5:00
Bantamweight,Ricky Simon,def.,Montel Jackson,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,Ricardo Ramos,def.,Kyung Ho Kang,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Sheymon Moraes,def.,Matt Sayles,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Alex Perez,def.,Jose Torres,KO (punches),1,3:36
Women's Strawweight,Zhang Weili,def.,Danielle Taylor,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Marlon Vera,def.,Wuliji Buren,KO (punch to the body),2,4:53
