Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Marlon Moraes,def.,Raphael Assunção,Submission (guillotine choke),1,3:17
Featherweight,José Aldo,def.,Renato Moicano,TKO (punches),2,0:44
Welterweight,Demian Maia,def.,Lyman Good,Submission (rear-naked choke),1,2:38
Lightweight,Charles Oliveira,def.,David Teymur,Submission (anaconda choke),2,0:55
Light Heavyweight,Johnny Walker,def.,Justin Ledet,TKO (spinning back fist and punches),1,0:15
Catchweight (123 lbs),Lívia Renata Souza,def.,Sarah Frota,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Markus Perez,def.,Anthony Hernandez,Submission (anaconda choke),2,1:07
Women's Flyweight,Mara Romero Borella,def.,Taila Santos,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Thiago Alves,def.,Max Griffin,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Jairzinho Rozenstruik,def.,Júnior Albini,TKO (head kick and punches),2,0:54
Featherweight,Geraldo de Freitas,def.,Felipe Colares,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Bantamweight,Said Nurmagomedov,def.,Ricardo Ramos,TKO (spinning back kick to the body and punches),1,2:28
Catchweight (127 lbs),Rogério Bontorin,def.,Magomed Bibulatov,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
