Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,B.J. Penn,vs.,Jon Fitch,"Draw (majority) (28–29, 28–28, 28–28)",3,5:00
Middleweight,Michael Bisping,def.,Jorge Rivera,TKO (punches),2,1:54
Lightweight,Dennis Siver,def.,George Sotiropoulos,"Decision (unanimous) (29–28, 30–28, 30–27)",3,5:00
Welterweight,Brian Ebersole,def.,Chris Lytle,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Kyle Noke,def.,Chris Camozzi,Submission (rear-naked choke),1,1:35
Lightweight,Ross Pearson,def.,Spencer Fisher,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Light Heavyweight,Alexander Gustafsson,def.,James Te Huna,Submission (rear-naked choke),1,4:27
Middleweight,Nick Ring,def.,Riki Fukuda,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Anthony Perosh,def.,Tom Blackledge,Submission (rear-naked choke),1,2:45
Featherweight,Zhang Tiequan,def.,Jason Reinhardt,Submission (guillotine choke),1,0:48
Heavyweight,Mark Hunt,def.,Chris Tuchscherer,KO (punch),2,1:41
Lightweight,Curt Warburton,def.,Maciej Jewtuszko,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
