Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Strawweight,Joanna Jędrzejczyk,def.,Michelle Waterson,"Decision (unanimous) (50–45, 50–45, 49–46)",5,5:00
Featherweight,Cub Swanson,def.,Kron Gracie,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Niko Price,def.,James Vick,KO (upkick),1,1:44
Women's Strawweight,Amanda Ribas,def.,Mackenzie Dern,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Matt Frevola,def.,Luis Peña,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Eryk Anders,def.,Gerald Meerschaert,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Light Heavyweight,Ryan Spann,def.,Devin Clark,Submission (guillotine choke),2,2:01
Lightweight,Mike Davis,def.,Thomas Gifford,KO (punch),3,4:45
Welterweight,Alex Morono,def.,Max Griffin,"Decision (unanimous) (29–28, 29–27, 29–28)",3,5:00
Flyweight,Deiveson Figueiredo,def.,Tim Elliott,Submission (guillotine choke),1,3:08
Bantamweight,Marlon Vera,def.,Andre Ewell,TKO (elbows and punches),3,3:17
Welterweight,Miguel Baeza,def.,Hector Aldana,TKO (leg kicks and elbows),2,2:32
Middleweight,Marvin Vettori,def.,Andrew Sanchez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Flyweight,JJ Aldrich,def.,Lauren Mueller,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
