Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (172.5 lbs),Robbie Lawler,def.,Matt Brown,"Decision (unanimous) (49–46, 49–46, 48–47)",5,5:00
Light Heavyweight,Anthony Johnson,def.,Antônio Rogério Nogueira,KO (punches),1,0:44
Featherweight,Dennis Bermudez,def.,Clay Guida,Submission (rear-naked choke),2,2:57
Lightweight,Bobby Green,def.,Josh Thomson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Jorge Masvidal,def.,Daron Cruickshank,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Light Heavyweight,Patrick Cummins,def.,Kyle Kingsbury,"Decision (unanimous) (30–27, 30–25, 30–24)",3,5:00
Welterweight,Tim Means,def.,Hernani Perpétuo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Brian Ortega,vs.,Mike De La Torre,No Contest (overturned),1,1:39
Lightweight,Tiago Trator,def.,Akbarh Arreola,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Welterweight,Gilbert Burns,def.,Andreas Ståhl,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (116.5 lbs),Joanna Jędrzejczyk,def.,Juliana Lima,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Featherweight,Noad Lahat,def.,Steven Siler,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
