Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,B.J. Penn,TKO (corner stoppage),4,5:00
Light Heavyweight,Lyoto Machida,def.,Thiago Silva,KO (punch),1,4:59
Light Heavyweight,Jon Jones,def.,Stephan Bonnar,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Karo Parisyan,vs.,Dong Hyun Kim,No Contest (overturned),3,5:00
Lightweight,Clay Guida,def.,Nate Diaz,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Jon Fitch,def.,Akihiro Gono,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Lightweight,Thiago Tavares,def.,Manvel Gamburyan,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,John Howard,def.,Chris Wilson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Light Heavyweight,Jake O'Brien,def.,Christian Wellisch,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Dan Cramer,def.,Matt Arroyo,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
