Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Flyweight,Demetrious Johnson (c),def.,John Dodson,"Decision (unanimous) (49–46, 49–46, 50–45)",5,5:00
Heavyweight,Andrei Arlovski,def.,Frank Mir,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Light Heavyweight,Anthony Johnson,def.,Jimi Manuwa,KO (punches),2,0:28
Light Heavyweight,Corey Anderson,def.,Jan Błachowicz,"Decision (unanimous) (30–25, 30–25, 29–26)",3,5:00
Women's Strawweight,Paige VanZant,def.,Alex Chambers,Submission (armbar),3,1:01
Lightweight,Ross Pearson,def.,Paul Felder,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Bantamweight,John Lineker,def.,Francisco Rivera,Submission (guillotine choke),1,2:08
Women's Bantamweight,Raquel Pennington,def.,Jéssica Andrade,Submission (rear-naked choke),2,4:58
Featherweight,Tiago Trator,def.,Clay Collard,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Joe Riggs,def.,Ron Stallings,Disqualification (illegal upkick),2,2:28
Lightweight,Joaquim Silva,def.,Nazareno Malegarie,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
