Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Michael Bisping,def.,Thales Leites,"Decision (split) (47–48, 49–46, 48–47)",5,5:00
Lightweight,Evan Dunham,def.,Ross Pearson,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Joseph Duffy,def.,Ivan Jorge,Submission (triangle choke),1,3:05
Women's Strawweight,Joanne Calderwood,def.,Cortney Casey,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Welterweight,Leon Edwards,def.,Pawel Pawlak,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Stevie Ray,def.,Leonardo Mafra,TKO (punches),1,2:30
Flyweight,Paddy Holohan,def.,Vaughan Lee,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Ilir Latifi,def.,Hans Stringer,KO (punches),1,0:56
Lightweight,Mickaël Lebout,def.,Teemu Packalén,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Robert Whiteford,def.,Paul Redmond,KO (punches),1,3:04
Bantamweight,Jimmie Rivera,def.,Marcus Brimage,KO (punches),1,1:29
Heavyweight,Daniel Omielańczuk,def.,Chris de la Rocha,TKO (punches),1,0:48
