Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Anderson Silva (c),def.,Demian Maia,"Decision (unanimous) (50–45, 50–45, 49–46)",5,5:00
Lightweight,Frankie Edgar,def.,B.J. Penn (c),"Decision (unanimous) (50–45, 48–47, 49–46)",5,5:00
Welterweight,Matt Hughes,def.,Renzo Gracie,TKO (leg kicks and punches),3,4:40
Lightweight,Rafael dos Anjos,def.,Terry Etim,Submission (armbar),2,4:30
Middleweight,Mark Muñoz,def.,Kendall Grove,TKO (punches),2,2:50
Light Heavyweight,Phil Davis,def.,Alexander Gustafsson,Submission (anaconda choke),1,4:55
Welterweight,Rick Story,def.,Nick Osipczak,"Decision (split) (29–28, 29–28, 28–29)",3,5:00
Welterweight,DaMarques Johnson,def.,Brad Blackburn,TKO (body kick and punches),3,2:08
Lightweight,Paul Kelly,def.,Matt Veach,Submission (guillotine choke),2,3:41
Heavyweight,Jon Madsen,def.,Mostapha al-Turk,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
