Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Dustin Poirier,def.,Max Holloway,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00
Middleweight,Israel Adesanya,def.,Kelvin Gastelum,"Decision (unanimous) (48–46, 48–46, 48–46)",5,5:00
Light Heavyweight,Khalil Rountree Jr.,def.,Eryk Anders,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Welterweight,Dwight Grant,def.,Alan Jouban,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Light Heavyweight,Nikita Krylov,def.,Ovince Saint Preux,Submission (rear-naked choke),2,2:30
Lightweight,Matt Frevola,def.,Jalin Turner,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Alexandre Pantoja,def.,Wilson Reis,TKO (punches),1,2:58
Welterweight,Max Griffin,def.,Zelim Imadaev,"Decision (majority) (29–27, 29–27, 28–28)",3,5:00
Bantamweight,Khalid Taha,def.,Boston Salmon,TKO (punches),1,0:25
Welterweight,Belal Muhammad,def.,Curtis Millender,"Decision (unanimous) (29–27, 29–27, 30–26)",3,5:00
Bantamweight,Montel Jackson,def.,Andre Soukhamthath,"Decision (unanimous) (30–26, 30–27, 29–27)",3,5:00
Women's Flyweight,Poliana Botelho,def.,Lauren Mueller,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Brandon Davis,def.,Randy Costa,Submission (rear-naked choke),2,1:12
