Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Dustin Poirier,def.,Eddie Alvarez,TKO (punches and elbow),2,4:05
Featherweight,José Aldo,def.,Jeremy Stephens,TKO (body shot and punches),1,4:19
Women's Strawweight,Joanna Jędrzejczyk,def.,Tecia Torres,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Alexander Hernandez,def.,Olivier Aubin-Mercier,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Jordan Mein,def.,Alex Morono,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Hakeem Dawodu,def.,Austin Arnett,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Islam Makhachev,def.,Kajan Johnson,Submission (armbar),1,4:43
Light Heavyweight,Ion Cuțelaba,def.,Gadzhimurad Antigulov,TKO (punches and elbows),1,4:25
Lightweight,John Makdessi,def.,Ross Pearson,"Decision (unanimous) (30–26, 29–27, 29–28)",3,5:00
Women's Flyweight,Katlyn Chookagian,def.,Alexis Davis,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Flyweight,Dustin Ortiz,def.,Matheus Nicolau,KO (head kick and punches),1,3:49
Women's Strawweight,Nina Ansaroff,def.,Randa Markos,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Devin Powell,def.,Álvaro Herrera,TKO (body kicks and punches),1,1:52
