Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Benson Henderson,def.,Josh Thomson,"Decision (split) (47–48, 48–47, 49–46)",5,5:00
Heavyweight,Stipe Miocic,def.,Gabriel Gonzaga,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Donald Cerrone,def.,Adriano Martins,KO (head kick),1,4:40
Featherweight,Jeremy Stephens,def.,Darren Elkins,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Bantamweight,Alex Caceres,def.,Sergio Pettis,Submission (rear-naked choke),3,4:39
Bantamweight,Eddie Wineland,def.,Yves Jabouin,TKO (punches),2,4:16
Bantamweight,Chico Camus,vs.,Yaotzin Meza,No Contest (overturned),3,5:00
Bantamweight,Hugo Viana,def.,Junior Hernandez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Daron Cruickshank,def.,Mike Rio,TKO (wheel kick and punches),2,4:56
Welterweight,George Sullivan,def.,Mike Rhodes,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Heavyweight,Nikita Krylov,def.,Walt Harris,TKO (head kick and punches),1,0:25
