Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Daniel Cormier,def.,Anthony Johnson,Submission (rear-naked choke),3,2:39
Middleweight,Chris Weidman (c),def.,Vitor Belfort,TKO (punches),1,2:53
Lightweight,Donald Cerrone,def.,John Makdessi,TKO (head kick),2,4:44
Heavyweight,Andrei Arlovski,def.,Travis Browne,TKO (punches),1,4:41
Flyweight,Joseph Benavidez,def.,John Moraga,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,John Dodson,def.,Zach Makovsky,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Dong Hyun Kim,def.,Josh Burkman,Submission (arm-triangle choke),3,2:13
Middleweight,Rafael Natal,def.,Uriah Hall,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Colby Covington,def.,Mike Pyle,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Lightweight,Islam Makhachev,def.,Leo Kuntz,Submission (rear-naked choke),2,2:38
Flyweight,Justin Scoggins,def.,Josh Sampo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
