Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Rafael dos Anjos,def.,Kevin Lee,Submission (arm-triangle choke),4,3:47
Middleweight,Ian Heinisch,def.,Antônio Carlos Júnior,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Featherweight,Felicia Spencer,def.,Megan Anderson,Submission (rear-naked choke),1,3:24
Welterweight,Vicente Luque,def.,Derrick Krantz,TKO (punches),1,3:52
Lightweight,Charles Oliveira,def.,Nik Lentz,TKO (punches),2,2:11
Lightweight,Davi Ramos,def.,Austin Hubbard,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Bantamweight,Aspen Ladd,def.,Sijara Eubanks,"Decision (unanimous) (30–26, 29–27, 29–28)",3,5:00
Lightweight,Desmond Green,def.,Charles Jourdain,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Michel Pereira,def.,Danny Roberts,KO (flying knee and punch),1,1:47
Featherweight,Grant Dawson,def.,Michael Trizano,Submission (rear-naked choke),2,2:27
Light Heavyweight,Ed Herman,def.,Patrick Cummins,TKO (knee and punches),1,3:39
Middleweight,Zak Cummings,def.,Trevin Giles,Submission (guillotine choke),3,4:01
Featherweight,Julio Arce,def.,Julian Erosa,KO (head kick),3,1:49
