Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Frankie Edgar (c),def.,Gray Maynard,TKO (punches),4,3:54
Featherweight,José Aldo (c),def.,Kenny Florian,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00
Middleweight,Chael Sonnen,def.,Brian Stann,Submission (arm-triangle choke),2,3:51
Featherweight,Nam Phan,def.,Leonard Garcia,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Joe Lauzon,def.,Melvin Guillard,Submission (rear-naked choke),1,0:47
Middleweight,Demian Maia,def.,Jorge Santiago,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Anthony Pettis,def.,Jeremy Stephens,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Stipe Miocic,def.,Joey Beltran,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Featherweight,Darren Elkins,def.,Tiequan Zhang,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00
Middleweight,Aaron Simpson,def.,Eric Schafer,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Mike Massenzio,def.,Steve Cantwell,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
