Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Luke Rockhold,def.,David Branch,Submission (punches),2,4:04
Welterweight,Mike Perry,def.,Alex Reyes,KO (knee),1,1:19
Middleweight,Anthony Smith,def.,Hector Lombard,TKO (punches),3,2:33
Lightweight,Gregor Gillespie,def.,Jason Gonzalez,Submission (arm-triangle choke),2,2:11
Welterweight,Kamaru Usman,def.,Sérgio Moraes,KO (punch),1,2:48
Heavyweight,Justin Ledet,def.,Zu Anyanwu,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Olivier Aubin-Mercier,def.,Tony Martin,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Daniel Spitz,def.,Anthony Hamilton,TKO (punches),1,0:24
Middleweight,Uriah Hall,def.,Krzysztof Jotko,KO (punches),2,2:25
Lightweight,Gilbert Burns,def.,Jason Saggo,KO (punch),2,4:55
