Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Brock Lesnar (c),def.,Shane Carwin (ic),Submission (arm-triangle choke),2,2:19
Middleweight,Chris Leben,def.,Yoshihiro Akiyama,Submission (triangle choke),3,4:40
Welterweight,Chris Lytle,def.,Matt Brown,Submission (inverted triangle choke and straight armbar),2,2:02
Light Heavyweight,Stephan Bonnar,def.,Krzysztof Soszynski,TKO (knee and punches),2,3:08
Lightweight,George Sotiropoulos,def.,Kurt Pellegrino,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Brendan Schaub,def.,Chris Tuchscherer,TKO (punches),1,1:07
Light Heavyweight,Ricardo Romero,def.,Seth Petruzelli,Submission (armbar),2,3:05
Middleweight,Kendall Grove,def.,Goran Reljic,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Middleweight,Gerald Harris,def.,David Branch,KO (slam),3,2:35
Welterweight,Daniel Roberts,def.,Forrest Petz,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Jon Madsen,def.,Karlos Vemola,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
