Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Nate Diaz,def.,Melvin Guillard,Submission (guillotine choke),2,2:13
Lightweight,Gray Maynard,def.,Roger Huerta,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Welterweight,Carlos Condit,def.,Jake Ellenberger,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Nate Quarry,def.,Tim Credeur,"Decision (unanimous) (29–28, 29–27, 29–28)",3,5:00
Light Heavyweight,Brian Stann,def.,Steve Cantwell,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Mike Pyle,def.,Chris Wilson,Submission (guillotine choke),3,2:15
Middleweight,C.B. Dollaway,def.,Jay Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Jeremy Stephens,def.,Justin Buchholz,TKO (doctor stoppage),1,3:23
Welterweight,Mike Pierce,def.,Brock Larson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Ryan Jensen,def.,Steve Steinbeiss,Technical Submission (guillotine choke),1,3:56
