Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Mark Hunt,def.,Frank Mir,KO (punch),1,3:01
Welterweight,Neil Magny,def.,Hector Lombard,TKO (punches),3,0:46
Lightweight,Jake Matthews,def.,Johnny Case,Submission (rear-naked choke),3,4:45
Middleweight,Dan Kelly,def.,Antônio Carlos Júnior,TKO (punches),3,1:36
Light Heavyweight,Steve Bossé,def.,James Te Huna,KO (punch),1,0:52
Women's Strawweight,Bec Rawlings,def.,Seo Hee Ham,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Alan Jouban,def.,Brendan O'Reilly,TKO (elbows and punches),1,2:15
Featherweight,Dan Hooker,def.,Mark Eddiva,Submission (guillotine choke),1,1:24
Women's Bantamweight,Leslie Smith,def.,Rin Nakai,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Viscardi Andrade,vs.,Richard Walsh,No Contest (overturned),3,5:00
Lightweight,Ross Pearson,def.,Chad Laprise,"Decision (split) (28–30, 30–27, 29–28)",3,5:00
Lightweight,Alan Patrick,def.,Damien Brown,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
