Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Mark Hunt,def.,Derrick Lewis,TKO (punches),4,3:51
Middleweight,Derek Brunson,def.,Dan Kelly,KO (punches),1,1:16
Lightweight,Dan Hooker,def.,Ross Pearson,KO (knee),2,3:02
Light Heavyweight,Ion Cuțelaba,def.,Henrique da Silva,KO (punches),1,0:22
Flyweight,Ben Nguyen,def.,Tim Elliott,Submission (rear-naked choke),1,0:49
Featherweight,Alexander Volkanovski,def.,Mizuto Hirota,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Vinc Pichel,def.,Damien Brown,KO (punches),1,3:37
Welterweight,Luke Jumeau,def.,Dominique Steele,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,John Moraga,def.,Ashkan Mokhtarian,"Decision (unanimous) (30–25, 30–27, 30–27)",3,5:00
Welterweight,Zak Ottow,def.,Kiichi Kunimoto,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Catchweight (118 lbs),JJ Aldrich,def.,Chan-Mi Jeon,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
